FECHA;INDICATIVO;NOMBRE;PROVINCIA;ALTITUD;TMEDIA;PRECIPITACION;TMIN;HORATMIN;TMAX;HORATMAX;DIR;VELMEDIA;RACHA;HORARACHA;SOL;PRESMAX;HORAPRESMAX;PRESMIN;HORAPRESMIN
03/03/2017;1111X;SANTANDER;CANTABRIA;52;13.2;13.2;8.1;18:50;18.4;11:20;28;6.9;20.0;21:50;2.4;1001.6;0;990.4;11
04/03/2017;1111X;SANTANDER;CANTABRIA;52;9.4;0.6;6.6;9:00;12.1;14:00;30;5.3;25.3;8:30;5.5;1002.6;21;993.2;4
05/03/2017;1111X;SANTANDER;CANTABRIA;52;12.5;1.4;9.4;0:30;15.6;10:20;24;4.7;14.4;11:40;1.0;1011.2;19;999.9;4
06/03/2017;1111X;SANTANDER;CANTABRIA;52;13.1;0.0;10.8;23:30;15.4;4:50;30;8.1;21.1;10:00;5.1;1021.4;24;1007.5;1
07/03/2017;1111X;SANTANDER;CANTABRIA;52;12.7;0.0;10.6;5:50;14.8;10:50;29;5.0;12.8;14:00;0.3;1021.7;0;1018.7;5
08/03/2017;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;12.1;6:50;15.8;11:30;9;2.2;6.1;22:20;3.5;1022.1;12;1020.5;5
09/03/2017;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;11.1;21:30;15.2;10:50;8;6.4;12.8;14:40;7.5;1020.6;Varias;1017.6;24
10/03/2017;1111X;SANTANDER;CANTABRIA;52;12.6;0.0;8.7;5:40;16.4;11:10;9;5.0;9.7;13:40;10.8;1017.6;0;1010.0;24
11/03/2017;1111X;SANTANDER;CANTABRIA;52;15.0;Ip;12.2;3:20;17.7;9:10;28;3.1;15.6;23:59;4.9;1014.1;23;1007.7;9
12/03/2017;1111X;SANTANDER;CANTABRIA;52;11.1;12.8;9.4;14:50;12.8;0:00;30;8.9;21.4;12:20;0.8;1019.4;23;1012.1;7
13/03/2017;1111X;SANTANDER;CANTABRIA;52;10.6;0.4;9.5;2:00;11.7;10:30;33;7.2;20.6;1:40;0.0;1027.5;23;1019.3;0
14/03/2017;1111X;SANTANDER;CANTABRIA;52;12.4;0.0;10.1;23:50;14.6;12:30;36;3.6;7.8;0:00;7.0;1028.4;10;1025.7;5
15/03/2017;1111X;SANTANDER;CANTABRIA;52;11.8;0.2;9.1;6:30;14.5;10:00;8;5.6;10.0;Varias;10.8;1025.8;0;1016.1;24
16/03/2017;1111X;SANTANDER;CANTABRIA;52;11.1;0.0;8.5;7:20;13.7;14:20;28;2.2;9.2;23:50;9.1;1016.1;0;1011.2;16
17/03/2017;1111X;SANTANDER;CANTABRIA;52;12.0;0.0;11.0;0:00;13.1;13:40;27;2.8;11.9;2:20;0.0;1019.9;21;1014.6;0
18/03/2017;1111X;SANTANDER;CANTABRIA;52;11.2;0.0;8.7;Varias;13.6;10:10;5;4.4;7.2;Varias;4.2;1019.7;11;1016.8;24
19/03/2017;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;8.6;0:10;13.0;12:50;99;2.2;5.8;Varias;3.4;1016.8;0;1012.9;24
20/03/2017;1111X;SANTANDER;CANTABRIA;52;11.2;0.8;10.2;4:50;12.3;13:10;26;3.1;7.2;13:20;0.0;1012.9;0;1010.4;7
21/03/2017;1111X;SANTANDER;CANTABRIA;52;10.2;3.0;8.2;23:59;12.2;4:40;32;6.1;14.7;6:50;0.0;1013.4;11;1008.1;24
22/03/2017;1111X;SANTANDER;CANTABRIA;52;7.7;16.6;5.1;23:00;10.3;14:10;28;3.3;13.3;18:40;0.2;1008.1;0;1000.9;17
23/03/2017;1111X;SANTANDER;CANTABRIA;52;9.4;0.0;5.2;Varias;13.7;12:30;6;4.7;11.4;14:40;8.3;1005.5;24;999.7;16
24/03/2017;1111X;SANTANDER;CANTABRIA;52;9.6;5.9;5.7;4:10;13.5;11:10;7;6.7;12.5;18:00;11.0;1011.2;21;1005.4;2
25/03/2017;1111X;SANTANDER;CANTABRIA;52;8.5;24.0;7.5;Varias;9.5;17:40;28;6.9;14.7;11:10;0.0;1010.1;0;1002.9;17
26/03/2017;1111X;SANTANDER;CANTABRIA;52;12.2;0.0;8.0;0:10;16.4;15:20;20;3.6;15.3;3:50;4.4;1006.2;13;1002.8;4
27/03/2017;1111X;SANTANDER;CANTABRIA;52;16.0;0.0;11.8;22:50;20.2;13:00;99;3.6;13.6;Varias;8.8;1014.3;24;1003.2;0
28/03/2017;1111X;SANTANDER;CANTABRIA;52;13.6;0.0;10.4;3:10;16.9;11:30;8;4.4;9.4;15:30;12.1;1019.1;11;1014.3;0
29/03/2017;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;12.6;4:10;20.5;10:20;8;2.2;6.9;13:20;12.1;1018.4;0;1014.5;24
30/03/2017;1111X;SANTANDER;CANTABRIA;52;19.4;0.0;14.2;22:50;24.7;12:20;26;3.9;14.7;21:50;7.5;1014.5;0;1008.0;18
31/03/2017;1111X;SANTANDER;CANTABRIA;52;13.6;1.8;10.6;22:40;16.7;11:10;29;3.6;11.1;22:30;5.8;1012.2;8;1009.7;16
01/04/2017;1111X;SANTANDER;CANTABRIA;52;12.4;4.4;10.6;0:10;14.1;13:10;31;10.8;20.0;14:10;5.2;1016.8;24;1011.1;4
02/04/2017;1111X;SANTANDER;CANTABRIA;52;11.4;1.2;9.1;23:50;13.8;14:10;30;3.6;16.4;2:10;6.3;1019.7;Varias;1015.8;2
03/04/2017;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;6.4;4:40;15.1;Varias;7;5.8;11.4;12:10;12.0;1020.7;24;1017.0;12
04/04/2017;1111X;SANTANDER;CANTABRIA;52;12.7;0.6;10.5;0:10;14.9;11:20;36;3.6;10.0;20:40;7.4;1022.8;11;1020.7;0
05/04/2017;1111X;SANTANDER;CANTABRIA;52;12.8;0.0;11.3;5:50;14.4;14:30;35;4.4;10.6;2:00;7.2;1022.1;11;1020.0;Varias
06/04/2017;1111X;SANTANDER;CANTABRIA;52;12.8;0.0;9.8;23:59;15.7;12:20;7;3.6;7.5;18:20;10.0;1021.0;0;1017.4;24
07/04/2017;1111X;SANTANDER;CANTABRIA;52;11.8;0.0;8.4;6:10;15.3;12:40;8;6.4;12.2;Varias;12.4;1017.4;0;1011.8;Varias
08/04/2017;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;10.2;3:20;19.7;Varias;26;2.5;4.2;13:30;12.5;1012.4;24;1009.7;4
09/04/2017;1111X;SANTANDER;CANTABRIA;52;14.1;0.0;11.7;23:59;16.5;8:30;32;1.4;4.7;12:10;8.0;1017.9;24;1011.9;3
10/04/2017;1111X;SANTANDER;CANTABRIA;52;12.9;0.0;11.4;1:20;14.4;14:20;30;2.5;5.8;14:10;0.3;1020.8;23;1017.4;Varias
11/04/2017;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;10.9;23:30;15.6;14:20;5;3.3;6.9;14:50;12.0;1020.8;10;1017.3;24
12/04/2017;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;9.3;5:20;17.0;12:30;7;4.7;9.4;14:30;12.7;1017.3;0;1013.2;17
13/04/2017;1111X;SANTANDER;CANTABRIA;52;13.1;0.0;9.6;5:00;16.6;14:20;99;3.3;6.1;Varias;12.0;1014.2;0;1011.2;16
14/04/2017;1111X;SANTANDER;CANTABRIA;52;13.5;0.0;12.3;1:50;14.7;13:50;35;1.4;4.7;10:40;0.0;1016.0;24;1012.2;3
15/04/2017;1111X;SANTANDER;CANTABRIA;52;13.0;0.0;10.9;23:59;15.2;9:20;1;2.5;8.6;10:30;2.3;1020.2;24;1015.1;4
16/04/2017;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;10.2;5:50;16.2;11:20;8;7.5;14.2;15:40;12.3;1020.2;0;1015.5;19
17/04/2017;1111X;SANTANDER;CANTABRIA;52;13.4;0.0;10.4;5:50;16.5;13:40;99;5.3;10.6;Varias;12.7;1015.8;Varias;1013.6;5
18/04/2017;1111X;SANTANDER;CANTABRIA;52;13.5;0.0;10.3;2:50;16.7;11:10;8;6.1;13.9;23:59;12.7;1017.7;Varias;1014.5;4
19/04/2017;1111X;SANTANDER;CANTABRIA;52;12.2;0.0;11.0;5:50;13.5;10:40;8;8.9;18.3;23:40;12.8;1019.4;10;1017.2;2
20/04/2017;1111X;SANTANDER;CANTABRIA;52;11.5;0.0;9.7;22:10;13.3;16:00;9;10.0;18.3;1:30;13.0;1020.0;8;1017.5;Varias
21/04/2017;1111X;SANTANDER;CANTABRIA;52;12.9;0.0;8.8;5:10;17.0;9:20;8;8.1;15.3;13:50;13.1;1018.3;0;1014.8;18
22/04/2017;1111X;SANTANDER;CANTABRIA;52;14.4;0.0;10.7;5:30;18.1;14:50;6;2.2;6.1;15:20;12.9;1015.0;8;1012.5;Varias
23/04/2017;1111X;SANTANDER;CANTABRIA;52;14.2;0.0;10.9;5:10;17.5;12:10;7;5.6;13.6;15:10;13.0;1013.3;0;1009.7;18
24/04/2017;1111X;SANTANDER;CANTABRIA;52;13.8;0.4;10.5;4:00;17.0;11:20;6;4.2;11.4;11:50;11.1;1010.0;0;1004.1;24
25/04/2017;1111X;SANTANDER;CANTABRIA;52;11.7;12.8;8.4;23:59;15.0;12:20;99;3.6;18.6;Varias;0.1;1006.8;24;1002.5;7
26/04/2017;1111X;SANTANDER;CANTABRIA;52;8.4;5.4;6.7;9:00;10.2;14:10;1;4.4;17.8;0:00;3.2;1012.3;21;1006.8;0
27/04/2017;1111X;SANTANDER;CANTABRIA;52;8.5;1.4;6.0;4:00;11.0;16:20;6;2.5;11.7;11:10;8.2;1016.1;21;1011.1;3
28/04/2017;1111X;SANTANDER;CANTABRIA;52;10.1;0.0;6.0;4:10;14.2;11:10;9;6.1;13.6;18:40;13.4;1015.6;0;1007.8;24
29/04/2017;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;8.1;3:50;21.8;11:30;99;3.9;11.1;Varias;11.0;1007.8;0;995.8;18
30/04/2017;1111X;SANTANDER;CANTABRIA;52;12.0;1.8;9.2;9:50;14.7;6:20;28;10.3;23.1;9:40;3.9;1009.0;24;992.7;6
01/05/2017;1111X;SANTANDER;CANTABRIA;52;12.4;0.2;8.9;5:30;15.9;11:30;27;3.9;16.1;1:20;7.7;1014.4;20;1009.0;0
02/05/2017;1111X;SANTANDER;CANTABRIA;52;13.8;Ip;11.4;23:40;16.1;13:10;27;3.6;9.2;3:20;4.7;1015.0;10;1012.6;24
03/05/2017;1111X;SANTANDER;CANTABRIA;52;13.8;0.0;11.0;5:40;16.7;14:30;7;5.3;9.7;16:20;10.2;1012.6;0;1007.6;24
04/05/2017;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;11.5;4:00;16.4;10:30;8;7.5;15.3;18:50;6.5;1007.6;0;998.4;24
05/05/2017;1111X;SANTANDER;CANTABRIA;52;19.8;6.4;12.4;22:00;27.2;9:49;27;3.6;15.8;10:00;5.2;1003.7;21;994.8;4
06/05/2017;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;12.0;5:00;18.0;8:20;22;2.2;7.8;6:00;12.1;1015.2;23;1003.0;1
07/05/2017;1111X;SANTANDER;CANTABRIA;52;15.2;0.0;12.0;4:40;18.4;10:10;8;4.7;10.6;16:40;13.5;1016.6;9;1014.5;4
08/05/2017;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;11.7;4:40;16.3;14:00;8;8.1;14.7;10:30;13.0;1015.5;0;1009.7;24
09/05/2017;1111X;SANTANDER;CANTABRIA;52;13.6;0.6;12.4;3:50;14.9;16:20;8;10.3;17.8;13:00;6.7;1009.7;0;996.4;20
10/05/2017;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;12.2;5:30;17.7;15:40;25;1.7;8.6;0:00;10.8;997.6;0;987.3;24
11/05/2017;1111X;SANTANDER;CANTABRIA;52;18.0;0.0;13.7;0:00;22.4;11:50;19;4.7;14.2;1:50;7.4;991.4;21;984.9;4
12/05/2017;1111X;SANTANDER;CANTABRIA;52;16.4;6.6;13.4;21:30;19.3;8:20;19;5.6;15.0;6:20;6.7;1004.1;24;990.8;1
13/05/2017;1111X;SANTANDER;CANTABRIA;52;15.4;0.0;12.1;6:00;18.8;10:50;8;5.6;10.6;13:00;10.2;1012.4;24;1004.1;0
14/05/2017;1111X;SANTANDER;CANTABRIA;52;15.5;0.0;12.4;4:20;18.6;14:30;8;5.3;9.7;16:00;13.9;1017.5;24;1012.4;Varias
15/05/2017;1111X;SANTANDER;CANTABRIA;52;18.9;0.0;15.1;4:10;22.7;9:10;29;2.5;6.4;10:40;11.8;1019.4;14;1017.0;2
16/05/2017;1111X;SANTANDER;CANTABRIA;52;17.4;0.0;15.0;3:50;19.8;8:00;27;2.5;5.6;19:00;8.2;1018.8;0;1015.8;24
17/05/2017;1111X;SANTANDER;CANTABRIA;52;15.6;32.4;13.7;22:40;17.4;9:10;27;3.6;11.4;22:30;0.0;1015.8;0;1011.0;19
18/05/2017;1111X;SANTANDER;CANTABRIA;52;13.2;7.0;10.5;19:50;16.0;14:40;29;6.4;14.4;19:20;6.5;1014.9;21;1010.4;4
19/05/2017;1111X;SANTANDER;CANTABRIA;52;13.4;0.2;10.6;1:00;16.2;15:30;30;7.2;14.7;12:30;11.0;1017.0;21;1013.1;4
20/05/2017;1111X;SANTANDER;CANTABRIA;52;15.2;0.0;12.0;4:20;18.5;13:50;30;5.6;14.2;2:40;11.9;1018.9;11;1014.4;24
21/05/2017;1111X;SANTANDER;CANTABRIA;52;18.9;Ip;12.7;4:00;25.1;Varias;26;4.2;18.3;23:30;8.3;1014.4;0;1002.5;18
22/05/2017;1111X;SANTANDER;CANTABRIA;52;16.8;0.0;13.7;21:40;19.9;4:40;26;6.1;16.7;0:10;4.5;1016.9;24;1005.5;0
23/05/2017;1111X;SANTANDER;CANTABRIA;52;16.4;0.0;13.9;5:00;18.8;9:20;8;5.6;10.8;17:50;12.1;1017.9;10;1015.7;24
24/05/2017;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;13.9;4:30;19.2;16:20;8;8.3;13.3;12:20;14.3;1015.7;0;1007.6;24
25/05/2017;1111X;SANTANDER;CANTABRIA;52;19.4;4.2;15.7;4:30;23.0;22:00;27;3.9;13.3;16:50;12.8;1007.6;0;1003.7;15
26/05/2017;1111X;SANTANDER;CANTABRIA;52;18.8;3.8;15.4;22:20;22.2;Varias;28;4.2;16.9;16:20;6.5;1009.6;18;1003.1;2
27/05/2017;1111X;SANTANDER;CANTABRIA;52;17.2;4.4;14.4;5:10;20.1;9:00;8;3.9;9.4;10:40;4.4;1008.6;7;1004.9;17
28/05/2017;1111X;SANTANDER;CANTABRIA;52;16.6;4.4;15.6;Varias;17.7;13:40;26;3.1;8.6;2:20;0.2;1009.3;21;1005.6;Varias
29/05/2017;1111X;SANTANDER;CANTABRIA;52;16.7;2.8;15.5;2:20;17.9;16:00;26;1.7;7.5;0:20;3.2;1011.7;21;1007.5;2
30/05/2017;1111X;SANTANDER;CANTABRIA;52;17.7;0.0;14.8;23:59;20.6;15:30;7;4.7;8.9;12:20;9.5;1014.2;24;1011.0;1
31/05/2017;1111X;SANTANDER;CANTABRIA;52;17.8;0.0;14.8;0:00;20.7;14:50;8;5.0;9.7;7:40;13.7;1014.1;0;1011.4;16
01/06/2017;1111X;SANTANDER;CANTABRIA;52;17.6;0.4;15.5;2:10;19.7;15:20;99;1.9;6.1;Varias;10.1;1012.8;0;1011.1;18
02/06/2017;1111X;SANTANDER;CANTABRIA;52;16.3;2.6;15.2;22:40;17.4;13:20;26;4.2;10.3;12:40;0.0;1013.1;17;1010.8;3
03/06/2017;1111X;SANTANDER;CANTABRIA;52;15.3;2.6;13.5;14:50;17.1;10:50;34;5.8;14.2;12:00;0.1;1016.7;21;1011.6;4
04/06/2017;1111X;SANTANDER;CANTABRIA;52;14.4;0.6;13.4;Varias;15.3;19:20;27;3.1;6.7;18:10;0.4;1015.8;0;1014.2;4
05/06/2017;1111X;SANTANDER;CANTABRIA;52;16.6;1.0;11.8;4:30;21.3;13:50;31;3.1;18.3;23:10;12.6;1014.3;0;1003.9;20
06/06/2017;1111X;SANTANDER;CANTABRIA;52;15.8;0.6;14.2;22:10;17.4;12:20;31;4.7;15.8;4:00;1.0;1016.5;23;1006.6;0
07/06/2017;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;13.7;5:10;19.6;8:50;8;5.3;12.5;14:00;14.4;1016.6;7;1009.4;24
08/06/2017;1111X;SANTANDER;CANTABRIA;52;17.2;Ip;15.0;0:00;19.4;10:30;26;5.8;11.9;16:00;6.5;1009.7;24;1006.1;12
09/06/2017;1111X;SANTANDER;CANTABRIA;52;17.5;0.0;14.7;2:40;20.3;Varias;6;3.3;6.7;10:50;11.6;1012.1;22;1008.6;4
10/06/2017;1111X;SANTANDER;CANTABRIA;52;18.4;0.0;15.3;4:00;21.5;9:50;28;3.9;9.2;12:00;11.0;1012.8;22;1010.4;9
11/06/2017;1111X;SANTANDER;CANTABRIA;52;17.8;4.2;17.3;Varias;18.4;12:00;27;3.1;7.8;Varias;0.0;1016.2;22;1011.0;4
12/06/2017;1111X;SANTANDER;CANTABRIA;52;17.8;0.0;16.3;4:20;19.4;11:20;8;6.4;11.7;16:00;0.5;1015.7;0;1010.0;24
13/06/2017;1111X;SANTANDER;CANTABRIA;52;18.3;4.6;16.9;22:50;19.7;16:50;10;3.1;10.8;9:50;3.0;1010.4;12;1006.4;10
14/06/2017;1111X;SANTANDER;CANTABRIA;52;19.0;0.2;16.6;1:10;21.4;8:30;26;3.6;11.1;1:40;8.8;1012.3;24;1006.0;1
15/06/2017;1111X;SANTANDER;CANTABRIA;52;17.6;0.0;16.6;4:50;18.6;14:10;26;4.2;6.9;0:30;0.0;1018.7;24;1011.9;Varias
16/06/2017;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;16.7;6:40;20.8;13:50;8;7.2;12.2;17:50;8.9;1019.0;8;1016.8;17
17/06/2017;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;16.9;4:40;21.6;21:10;8;9.7;16.4;17:20;14.8;1017.2;0;1010.3;24
18/06/2017;1111X;SANTANDER;CANTABRIA;52;19.4;0.0;17.2;4:10;21.5;14:10;8;5.0;11.1;9:20;14.9;1010.3;0;1006.0;Varias
19/06/2017;1111X;SANTANDER;CANTABRIA;52;23.2;0.2;18.1;3:40;28.3;22:10;15;3.3;15.6;21:30;10.4;1009.7;19;1004.5;4
20/06/2017;1111X;SANTANDER;CANTABRIA;52;22.8;0.0;19.5;2:10;26.1;15:00;28;1.9;7.5;0:10;10.1;1009.6;10;1008.0;Varias
21/06/2017;1111X;SANTANDER;CANTABRIA;52;22.3;0.0;17.8;23:59;26.8;10:00;27;4.4;11.4;18:00;12.9;1010.1;24;1006.3;15
22/06/2017;1111X;SANTANDER;CANTABRIA;52;19.3;0.0;17.7;Varias;20.9;13:30;27;5.3;12.2;1:10;0.0;1016.1;23;1010.0;1
23/06/2017;1111X;SANTANDER;CANTABRIA;52;19.6;Ip;18.3;4:20;20.8;11:20;26;2.5;5.8;0:00;0.0;1018.5;21;1015.6;2
24/06/2017;1111X;SANTANDER;CANTABRIA;52;20.0;0.0;18.1;3:30;21.9;8:30;3;2.2;5.0;12:30;1.6;1017.8;0;1014.8;Varias
25/06/2017;1111X;SANTANDER;CANTABRIA;52;19.8;0.4;17.5;4:30;22.1;13:00;7;5.3;12.8;12:00;7.2;1014.8;0;1005.3;24
26/06/2017;1111X;SANTANDER;CANTABRIA;52;20.2;Ip;18.4;5:00;21.9;15:20;25;3.9;12.2;11:00;5.0;1005.6;18;1002.7;5
27/06/2017;1111X;SANTANDER;CANTABRIA;52;18.9;20.0;17.0;21:40;20.8;17:10;28;4.4;11.4;12:20;3.5;1004.9;0;1002.0;24
28/06/2017;1111X;SANTANDER;CANTABRIA;52;19.0;0.4;15.1;22:00;22.9;11:10;26;8.1;30.8;17:30;5.7;1004.2;22;996.6;6
29/06/2017;1111X;SANTANDER;CANTABRIA;52;16.8;3.6;14.7;2:50;19.0;12:30;28;11.1;22.8;17:40;7.9;1006.0;22;1002.9;4
30/06/2017;1111X;SANTANDER;CANTABRIA;52;15.7;5.8;13.7;6:10;17.7;13:20;29;10.0;18.9;16:10;1.8;1016.0;23;1005.7;0
01/07/2017;1111X;SANTANDER;CANTABRIA;52;16.2;0.8;13.5;2:30;18.8;12:30;30;7.2;18.1;Varias;7.3;1022.2;23;1015.9;0
02/07/2017;1111X;SANTANDER;CANTABRIA;52;17.4;0.0;14.7;1:50;20.0;11:00;24;3.9;6.7;4:00;11.9;1022.2;Varias;1020.1;24
03/07/2017;1111X;SANTANDER;CANTABRIA;52;17.8;0.0;14.8;4:20;20.7;11:10;9;7.2;13.3;17:30;13.7;1020.1;0;1013.6;24
04/07/2017;1111X;SANTANDER;CANTABRIA;52;19.1;0.0;17.0;0:20;21.2;14:40;9;6.7;12.8;10:00;14.0;1013.6;0;1001.6;24
05/07/2017;1111X;SANTANDER;CANTABRIA;52;19.3;0.0;17.9;7:10;20.7;13:40;26;5.6;14.2;1:00;1.9;1009.4;23;1002.3;0
06/07/2017;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;17.0;5:00;20.7;8:30;9;3.1;8.6;16:30;6.2;1010.4;21;1008.2;4
07/07/2017;1111X;SANTANDER;CANTABRIA;52;19.6;0.2;17.9;1:50;21.3;13:00;26;3.1;9.7;3:00;2.4;1013.3;24;1009.3;1
08/07/2017;1111X;SANTANDER;CANTABRIA;52;19.2;0.2;17.8;7:30;20.7;12:00;27;4.2;9.4;21:50;3.0;1013.3;0;1010.2;24
09/07/2017;1111X;SANTANDER;CANTABRIA;52;19.0;1.4;17.1;4:30;20.8;10:30;27;4.4;9.2;1:20;8.7;1010.6;23;1008.7;17
10/07/2017;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;17.2;23:20;21.3;14:10;28;4.2;8.6;10:10;5.3;1012.2;22;1009.0;4
11/07/2017;1111X;SANTANDER;CANTABRIA;52;19.1;0.0;16.7;4:50;21.5;16:00;36;2.2;5.0;12:20;10.1;1011.7;23;1009.9;6
12/07/2017;1111X;SANTANDER;CANTABRIA;52;19.6;0.0;18.2;4:50;21.1;8:50;30;2.5;7.5;12:00;2.5;1016.6;21;1011.2;1
13/07/2017;1111X;SANTANDER;CANTABRIA;52;19.5;0.0;18.5;3:50;20.5;13:50;99;2.8;4.4;Varias;0.0;1017.5;23;1014.9;4
14/07/2017;1111X;SANTANDER;CANTABRIA;52;20.2;0.0;17.4;22:00;22.9;13:00;99;3.9;8.3;Varias;7.7;1017.8;21;1016.6;4
15/07/2017;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;16.6;4:40;21.9;10:20;5;4.7;9.7;13:30;11.8;1017.6;10;1015.7;19
16/07/2017;1111X;SANTANDER;CANTABRIA;52;20.4;0.0;17.7;4:00;23.1;11:00;8;5.6;10.8;15:00;14.3;1016.4;0;1011.4;24
17/07/2017;1111X;SANTANDER;CANTABRIA;52;21.2;0.0;18.6;4:30;23.8;11:00;99;3.9;8.3;Varias;13.1;1011.4;0;1003.8;24
18/07/2017;1111X;SANTANDER;CANTABRIA;52;20.0;0.0;18.8;6:10;21.3;13:20;29;4.2;10.0;16:10;0.6;1005.9;23;1002.0;5
19/07/2017;1111X;SANTANDER;CANTABRIA;52;20.7;8.8;17.2;23:40;24.2;15:30;30;4.4;11.9;17:40;7.9;1010.5;23;1004.6;2
20/07/2017;1111X;SANTANDER;CANTABRIA;52;17.0;1.4;15.2;6:30;18.9;11:20;33;1.9;10.0;4:20;0.0;1012.4;12;1009.8;24
21/07/2017;1111X;SANTANDER;CANTABRIA;52;18.2;0.0;16.0;2:00;20.4;16:00;33;1.9;5.6;12:10;2.6;1009.8;0;1007.0;19
22/07/2017;1111X;SANTANDER;CANTABRIA;52;19.0;0.0;16.5;0:50;21.6;8:20;33;3.9;8.6;13:20;3.0;1014.9;24;1007.1;3
23/07/2017;1111X;SANTANDER;CANTABRIA;52;19.7;2.4;17.2;3:00;22.2;16:10;31;3.1;11.9;22:20;10.6;1015.7;11;1014.1;18
24/07/2017;1111X;SANTANDER;CANTABRIA;52;18.8;1.8;17.0;17:50;20.5;14:10;30;5.6;14.2;4:00;1.7;1018.1;Varias;1013.8;2
25/07/2017;1111X;SANTANDER;CANTABRIA;52;19.0;0.0;16.9;4:20;21.1;12:20;34;3.3;8.6;0:00;6.1;1017.5;0;1012.8;24
26/07/2017;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;16.4;4:50;21.2;13:50;34;3.1;6.9;14:10;13.3;1012.8;0;1010.0;24
27/07/2017;1111X;SANTANDER;CANTABRIA;52;21.0;Ip;17.1;5:10;24.9;12:00;35;2.2;8.3;21:40;8.3;1011.5;Varias;1008.7;4
28/07/2017;1111X;SANTANDER;CANTABRIA;52;20.8;0.0;18.4;0:00;23.1;15:50;8;2.8;7.8;18:50;5.2;1012.1;9;1010.6;3
29/07/2017;1111X;SANTANDER;CANTABRIA;52;22.6;0.2;18.9;4:20;26.4;9:30;8;2.5;7.5;15:30;13.7;1010.7;0;1006.2;17
30/07/2017;1111X;SANTANDER;CANTABRIA;52;20.4;2.2;18.6;10:00;22.1;1:20;36;2.2;6.1;1:10;0.0;1009.6;21;1008.0;Varias
31/07/2017;1111X;SANTANDER;CANTABRIA;52;19.0;0.6;17.3;21:40;20.7;12:10;7;3.1;6.7;13:20;0.0;1008.6;0;1006.5;15
01/08/2017;1111X;SANTANDER;CANTABRIA;52;20.1;Ip;17.7;0:00;22.5;14:30;6;4.2;8.9;15:10;3.1;1013.2;Varias;1007.3;4
02/08/2017;1111X;SANTANDER;CANTABRIA;52;20.2;0.0;17.4;3:30;23.1;17:00;34;2.8;7.2;12:40;12.9;1012.7;0;1011.0;18
03/08/2017;1111X;SANTANDER;CANTABRIA;52;21.0;0.0;18.2;4:20;23.7;8:40;35;2.2;7.2;14:00;12.1;1013.0;11;1011.0;3
04/08/2017;1111X;SANTANDER;CANTABRIA;52;23.4;2.8;18.9;Varias;27.9;9:10;2;2.8;6.4;14:10;12.9;1012.2;21;1010.1;4
05/08/2017;1111X;SANTANDER;CANTABRIA;52;19.2;3.6;16.7;23:30;21.8;0:00;34;3.6;11.7;7:00;0.0;1017.8;22;1011.2;1
06/08/2017;1111X;SANTANDER;CANTABRIA;52;19.4;Ip;16.7;0:00;22.2;12:50;99;4.7;8.9;Varias;7.7;1017.6;Varias;1012.7;24
07/08/2017;1111X;SANTANDER;CANTABRIA;52;19.1;17.6;16.7;22:30;21.5;11:40;31;4.2;14.2;19:50;0.0;1012.7;0;1007.9;13
08/08/2017;1111X;SANTANDER;CANTABRIA;52;17.4;10.4;14.9;7:00;20.0;13:00;30;5.0;13.6;8:50;1.7;1014.1;14;1010.9;4
09/08/2017;1111X;SANTANDER;CANTABRIA;52;16.7;2.8;14.2;5:30;19.2;14:40;28;5.8;15.0;4:30;7.2;1019.6;24;1012.3;Varias
10/08/2017;1111X;SANTANDER;CANTABRIA;52;17.9;Ip;15.6;1:30;20.2;14:50;33;6.1;13.9;2:20;5.9;1020.9;22;1018.7;3
11/08/2017;1111X;SANTANDER;CANTABRIA;52;18.2;0.0;15.6;23:30;20.8;14:10;36;3.3;7.8;0:00;10.2;1020.3;0;1018.0;24
12/08/2017;1111X;SANTANDER;CANTABRIA;52;17.8;0.0;14.1;4:40;21.6;12:50;7;3.6;8.6;11:40;13.2;1018.0;0;1015.7;24
13/08/2017;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;15.4;5:20;22.1;12:10;8;5.8;11.4;14:50;13.1;1015.7;0;1010.1;24
