FECHA;INDICATIVO;NOMBRE;PROVINCIA;ALTITUD;TMEDIA;PRECIPITACION;TMIN;HORATMIN;TMAX;HORATMAX;DIR;VELMEDIA;RACHA;HORARACHA;SOL;PRESMAX;HORAPRESMAX;PRESMIN;HORAPRESMIN
01/03/2012;1111X;SANTANDER;CANTABRIA;52;11.0;0.0;8.6;7:40;13.4;11:00;7;4.2;7.5;15:20;9.1;1017.3;11;1015.6;Varias
02/03/2012;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;9.1;3:00;12.6;15:00;28;3.3;7.8;17:30;3.5;1019.3;23;1015.6;14
03/03/2012;1111X;SANTANDER;CANTABRIA;52;13.7;0.8;9.6;6:00;17.8;12:00;99;2.5;7.2;13:40;6.8;1021.3;17;1017.8;4
04/03/2012;1111X;SANTANDER;CANTABRIA;52;12.0;0.8;8.4;23:59;15.6;11:30;33;6.4;18.3;14:10;1.2;1026.9;24;1015.3;7
05/03/2012;1111X;SANTANDER;CANTABRIA;52;9.5;1.0;7.5;Varias;11.5;13:40;35;3.6;10.3;2:10;8.7;1027.3;Varias;1024.3;17
06/03/2012;1111X;SANTANDER;CANTABRIA;52;8.9;0.0;6.1;7:00;11.7;13:50;28;3.6;7.8;12:40;8.9;1024.4;0;1021.5;17
07/03/2012;1111X;SANTANDER;CANTABRIA;52;9.3;2.4;5.4;5:30;13.2;14:40;29;3.1;12.5;21:20;6.5;1025.4;23;1021.1;4
08/03/2012;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;8.6;23:59;13.1;13:10;1;5.8;12.8;2:10;6.3;1031.2;Varias;1025.3;0
09/03/2012;1111X;SANTANDER;CANTABRIA;52;9.9;0.0;6.5;7:00;13.3;11:30;8;6.4;12.2;16:20;10.8;1031.0;Varias;1028.6;14
10/03/2012;1111X;SANTANDER;CANTABRIA;52;10.6;0.0;7.2;7:00;14.1;10:40;8;5.3;9.2;16:50;11.0;1030.4;1;1028.3;16
11/03/2012;1111X;SANTANDER;CANTABRIA;52;10.6;0.0;8.8;7:50;12.4;13:00;4;2.8;8.9;15:30;5.9;1029.0;1;1023.5;24
12/03/2012;1111X;SANTANDER;CANTABRIA;52;11.2;0.0;9.0;23:40;13.5;13:00;5;4.2;7.8;14:00;8.7;1023.5;0;1019.5;Varias
13/03/2012;1111X;SANTANDER;CANTABRIA;52;11.1;0.0;8.6;Varias;13.6;13:40;3;1.9;4.7;13:20;10.6;1019.7;Varias;1018.3;14
14/03/2012;1111X;SANTANDER;CANTABRIA;52;9.6;0.2;8.5;3:20;10.8;0:00;5;1.7;4.7;14:10;0.0;1019.8;Varias;1017.8;4
15/03/2012;1111X;SANTANDER;CANTABRIA;52;10.4;0.2;8.8;1:30;11.9;12:40;99;1.7;5.0;Varias;0.0;1019.6;2;1017.8;Varias
16/03/2012;1111X;SANTANDER;CANTABRIA;52;10.8;0.0;10.0;7:00;11.6;13:40;27;2.5;5.3;18:10;0.0;1018.3;0;1014.7;17
17/03/2012;1111X;SANTANDER;CANTABRIA;52;12.0;8.2;7.7;23:59;16.2;11:30;31;3.6;15.8;14:10;4.2;1016.3;0;1012.1;12
18/03/2012;1111X;SANTANDER;CANTABRIA;52;9.0;19.2;6.6;20:50;11.4;12:30;28;10.6;20.6;16:10;7.7;1024.1;24;1012.8;1
19/03/2012;1111X;SANTANDER;CANTABRIA;52;8.6;4.4;5.9;6:00;11.2;14:10;25;4.4;14.7;0:30;4.8;1029.5;22;1023.9;0
20/03/2012;1111X;SANTANDER;CANTABRIA;52;9.6;0.0;6.7;6:30;12.5;12:10;5;3.6;8.9;2:40;7.9;1029.3;0;1024.6;24
21/03/2012;1111X;SANTANDER;CANTABRIA;52;9.6;0.8;7.3;23:59;11.9;11:10;7;1.9;8.6;10:10;0.4;1024.6;0;1015.4;24
22/03/2012;1111X;SANTANDER;CANTABRIA;52;10.2;0.0;5.8;2:40;14.5;16:20;11;3.3;8.1;23:59;11.8;1017.3;20;1014.1;Varias
23/03/2012;1111X;SANTANDER;CANTABRIA;52;11.4;0.0;7.6;5:20;15.1;12:00;8;6.4;12.5;13:10;10.4;1016.3;0;1009.6;19
24/03/2012;1111X;SANTANDER;CANTABRIA;52;16.8;0.0;12.2;0:30;21.4;12:00;19;5.0;11.9;6:10;11.9;1015.2;24;1009.4;3
25/03/2012;1111X;SANTANDER;CANTABRIA;52;14.6;0.0;11.9;6:00;17.3;14:20;10;3.9;8.6;17:30;11.7;1018.1;10;1015.1;0
26/03/2012;1111X;SANTANDER;CANTABRIA;52;15.2;0.0;11.6;5:50;18.9;9:00;8;4.4;11.4;15:10;11.3;1016.6;0;1014.3;16
27/03/2012;1111X;SANTANDER;CANTABRIA;52;17.9;0.0;13.8;5:40;22.0;11:50;8;5.8;13.6;18:10;11.6;1018.1;23;1015.5;2
28/03/2012;1111X;SANTANDER;CANTABRIA;52;15.9;0.0;11.4;23:50;20.4;9:20;8;3.1;9.4;15:20;11.6;1019.1;Varias;1016.4;Varias
29/03/2012;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;10.7;6:00;15.8;14:30;27;1.9;5.8;10:40;11.6;1016.4;0;1013.7;17
30/03/2012;1111X;SANTANDER;CANTABRIA;52;11.1;0.0;8.1;6:50;14.1;16:00;33;1.9;5.0;11:30;9.4;1014.8;0;1010.0;24
31/03/2012;1111X;SANTANDER;CANTABRIA;52;12.8;0.0;10.8;6:50;14.9;14:30;99;2.5;5.8;Varias;11.2;1010.0;0;1005.9;Varias
01/04/2012;1111X;SANTANDER;CANTABRIA;52;12.5;0.0;10.5;6:00;14.5;11:50;3;3.1;6.7;Varias;4.4;1006.5;0;1003.9;24
02/04/2012;1111X;SANTANDER;CANTABRIA;52;11.6;0.0;9.6;Varias;13.5;16:50;30;2.5;5.8;13:10;8.5;1003.9;0;1001.1;Varias
03/04/2012;1111X;SANTANDER;CANTABRIA;52;10.4;1.0;9.1;23:59;11.6;Varias;33;2.8;7.5;8:00;0.0;1004.1;Varias;1000.8;Varias
04/04/2012;1111X;SANTANDER;CANTABRIA;52;11.0;8.6;8.7;5:00;13.4;14:40;32;3.1;10.0;14:50;6.3;1003.9;10;1002.3;17
05/04/2012;1111X;SANTANDER;CANTABRIA;52;8.1;6.2;6.6;7:00;9.6;0:00;34;3.1;13.9;2:00;0.0;1004.5;9;1001.6;24
06/04/2012;1111X;SANTANDER;CANTABRIA;52;9.7;16.6;7.8;2:40;11.6;13:00;18;2.2;8.9;15:50;0.2;1001.8;Varias;999.4;5
07/04/2012;1111X;SANTANDER;CANTABRIA;52;9.7;1.0;7.5;5:40;11.9;13:40;36;5.8;12.5;9:10;0.8;1012.9;24;999.9;4
08/04/2012;1111X;SANTANDER;CANTABRIA;52;11.5;0.0;9.5;3:00;13.5;13:50;28;3.3;10.8;0:10;2.8;1014.5;11;1011.9;24
09/04/2012;1111X;SANTANDER;CANTABRIA;52;12.8;0.0;10.4;6:40;15.3;15:40;30;3.1;7.5;21:40;11.9;1011.9;0;998.0;24
10/04/2012;1111X;SANTANDER;CANTABRIA;52;10.7;8.0;8.7;23:40;12.7;14:50;28;7.2;21.4;9:50;4.0;1001.8;22;993.3;5
11/04/2012;1111X;SANTANDER;CANTABRIA;52;12.0;5.2;9.4;0:00;14.7;15:30;26;4.7;15.6;4:40;0.8;1002.6;9;997.8;Varias
12/04/2012;1111X;SANTANDER;CANTABRIA;52;11.0;23.0;8.5;23:59;13.4;15:00;31;6.7;14.7;15:30;7.7;1003.2;23;997.6;5
13/04/2012;1111X;SANTANDER;CANTABRIA;52;10.0;10.0;8.0;1:00;12.0;12:40;;;;;4.3;1003.4;10;999.0;24
14/04/2012;1111X;SANTANDER;CANTABRIA;52;9.4;17.6;7.5;20:40;11.4;14:30;;;;;0.3;1003.9;23;995.3;Varias
15/04/2012;1111X;SANTANDER;CANTABRIA;52;9.2;6.8;7.6;13:30;10.9;20:00;;;;;0.7;1017.5;24;1003.0;3
16/04/2012;1111X;SANTANDER;CANTABRIA;52;9.5;0.0;7.8;23:59;11.2;14:00;;;;;8.4;1021.2;10;1017.5;0
17/04/2012;1111X;SANTANDER;CANTABRIA;52;11.8;3.0;7.5;1:00;16.0;12:50;;;;;1.2;1017.9;0;1005.2;24
18/04/2012;1111X;SANTANDER;CANTABRIA;52;10.3;19.6;8.7;22:00;11.9;16:00;;;;;0.0;1005.2;0;993.1;18
19/04/2012;1111X;SANTANDER;CANTABRIA;52;10.1;33.8;7.9;11:20;12.3;13:50;;;;;4.2;998.9;21;990.7;5
20/04/2012;1111X;SANTANDER;CANTABRIA;52;11.4;5.8;8.8;0:00;14.1;15:50;;;;;1.6;1004.9;21;997.6;4
21/04/2012;1111X;SANTANDER;CANTABRIA;52;11.2;6.8;9.4;23:59;13.0;9:20;;;;;0.5;1011.5;24;1001.5;4
22/04/2012;1111X;SANTANDER;CANTABRIA;52;11.3;0.0;9.1;0:30;13.5;13:50;;;;;6.1;1011.8;11;1008.3;24
23/04/2012;1111X;SANTANDER;CANTABRIA;52;11.2;7.2;9.0;23:59;13.4;15:00;;;;;1.7;1008.3;0;1001.3;16
24/04/2012;1111X;SANTANDER;CANTABRIA;52;10.4;0.0;7.5;5:10;13.2;15:50;;;;;7.5;1008.2;10;994.5;24
25/04/2012;1111X;SANTANDER;CANTABRIA;52;13.6;0.0;10.7;Varias;16.4;9:30;;;;;5.3;994.5;0;987.5;6
26/04/2012;1111X;SANTANDER;CANTABRIA;52;13.6;0.0;10.6;0:40;16.5;16:00;;;;;0.1;1005.4;24;993.7;0
27/04/2012;1111X;SANTANDER;CANTABRIA;52;11.4;9.6;9.3;23:59;13.6;11:00;;;;;0.0;1005.5;10;1004.3;Varias
28/04/2012;1111X;SANTANDER;CANTABRIA;52;9.3;32.0;7.9;23:59;10.7;9:50;;;;;0.0;1004.8;0;998.7;18
29/04/2012;1111X;SANTANDER;CANTABRIA;52;10.8;1.8;7.9;Varias;13.7;10:00;;;;;7.1;1005.7;21;999.9;3
30/04/2012;1111X;SANTANDER;CANTABRIA;52;10.6;0.2;8.1;23:59;13.1;14:30;;;;;6.1;1005.9;20;1004.4;Varias
01/05/2012;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;8.1;0:30;19.8;14:30;;;;;13.5;1007.0;22;1003.8;Varias
02/05/2012;1111X;SANTANDER;CANTABRIA;52;16.8;0.0;12.2;3:50;21.4;11:20;;;;;12.8;1007.0;10;1004.2;24
03/05/2012;1111X;SANTANDER;CANTABRIA;52;17.4;1.0;12.1;23:59;22.7;12:50;;;;;4.7;1004.2;0;1000.1;15
04/05/2012;1111X;SANTANDER;CANTABRIA;52;15.6;1.2;11.9;1:00;19.2;11:00;;;;;8.6;1000.6;0;997.3;Varias
05/05/2012;1111X;SANTANDER;CANTABRIA;52;13.3;0.0;10.8;5:00;15.8;8:10;;;;;9.3;1005.2;Varias;998.3;4
06/05/2012;1111X;SANTANDER;CANTABRIA;52;13.4;0.0;11.0;4:40;15.7;11:20;;;;;10.2;1011.4;23;1005.1;Varias
07/05/2012;1111X;SANTANDER;CANTABRIA;52;16.4;0.0;11.0;5:00;21.9;12:40;;;;;9.6;1011.0;0;1004.2;19
08/05/2012;1111X;SANTANDER;CANTABRIA;52;17.7;3.6;14.6;Varias;20.8;16:20;;;;;4.7;1007.5;24;1004.1;1
09/05/2012;1111X;SANTANDER;CANTABRIA;52;21.3;0.0;14.0;2:50;28.6;15:50;;;;;12.2;1008.6;9;1006.0;18
10/05/2012;1111X;SANTANDER;CANTABRIA;52;24.8;0.0;16.1;21:00;33.6;16:00;;;;;12.4;1015.7;22;1006.6;Varias
11/05/2012;1111X;SANTANDER;CANTABRIA;52;16.0;0.0;14.2;23:59;17.9;0:40;;;;;0.1;1022.7;24;1014.8;3
12/05/2012;1111X;SANTANDER;CANTABRIA;52;14.6;0.0;13.1;22:50;16.0;12:00;;;;;0.0;1024.5;11;1021.9;24
13/05/2012;1111X;SANTANDER;CANTABRIA;52;14.0;0.0;11.5;23:59;16.4;12:00;;;;;8.0;1021.9;0;1016.0;24
14/05/2012;1111X;SANTANDER;CANTABRIA;52;13.4;0.0;10.3;4:00;16.4;14:40;;;;;13.0;1016.9;24;1013.3;Varias
15/05/2012;1111X;SANTANDER;CANTABRIA;52;13.2;0.0;11.4;23:59;15.0;9:50;;;;;10.5;1020.0;Varias;1016.2;Varias
16/05/2012;1111X;SANTANDER;CANTABRIA;52;13.0;0.0;10.5;3:40;15.4;10:00;;;;;11.8;1019.8;0;1004.6;24
17/05/2012;1111X;SANTANDER;CANTABRIA;52;19.4;0.0;13.3;2:40;25.5;6:30;;;;;7.4;1005.0;22;998.4;8
18/05/2012;1111X;SANTANDER;CANTABRIA;52;12.8;15.8;11.1;21:00;14.4;0:20;;;;;;1005.5;11;1002.6;24
19/05/2012;1111X;SANTANDER;CANTABRIA;52;11.4;28.2;10.1;23:59;12.6;13:00;;;;;0.0;1003.7;Varias;1000.3;5
20/05/2012;1111X;SANTANDER;CANTABRIA;52;11.6;10.2;9.5;1:50;13.7;15:20;;;;;3.0;1006.6;Varias;1002.3;4
21/05/2012;1111X;SANTANDER;CANTABRIA;52;12.1;9.0;10.9;3:00;13.3;Varias;;;;;0.0;1013.9;21;1005.2;4
22/05/2012;1111X;SANTANDER;CANTABRIA;52;14.5;0.2;12.3;23:59;16.7;14:40;;;;;;1018.3;21;1013.3;Varias
23/05/2012;1111X;SANTANDER;CANTABRIA;52;13.6;0.0;10.6;4:50;16.7;12:00;;;;;14.4;1017.7;Varias;1016.5;Varias
24/05/2012;1111X;SANTANDER;CANTABRIA;52;15.0;0.0;12.7;0:20;17.2;11:00;;;;;13.9;1017.0;0;1008.7;24
25/05/2012;1111X;SANTANDER;CANTABRIA;52;18.7;2.0;13.9;23:00;23.5;12:00;;;;;11.6;1008.7;0;999.8;16
26/05/2012;1111X;SANTANDER;CANTABRIA;52;16.3;0.0;13.0;22:50;19.6;11:20;;;;;11.7;1012.5;Varias;1006.8;0
27/05/2012;1111X;SANTANDER;CANTABRIA;52;15.3;0.0;12.3;1:50;18.3;17:30;;;;;13.3;1012.8;8;1011.2;2
28/05/2012;1111X;SANTANDER;CANTABRIA;52;15.2;0.0;12.1;5:10;18.4;13:50;;;;;12.3;1012.8;0;1009.0;15
29/05/2012;1111X;SANTANDER;CANTABRIA;52;15.5;0.0;13.5;2:00;17.5;7:00;;;;;5.9;1013.4;23;1007.1;4
30/05/2012;1111X;SANTANDER;CANTABRIA;52;16.4;0.0;14.1;4:30;18.6;14:20;4;2.8;5.8;18:10;14.1;1017.2;23;1012.9;1
31/05/2012;1111X;SANTANDER;CANTABRIA;52;16.2;0.0;13.8;1:00;18.6;13:00;8;6.7;13.1;13:50;13.7;1016.8;0;1010.7;24
01/06/2012;1111X;SANTANDER;CANTABRIA;52;20.2;1.2;14.7;3:10;25.7;20:50;23;5.0;13.3;20:10;11.1;1010.7;0;1003.9;18
02/06/2012;1111X;SANTANDER;CANTABRIA;52;19.7;10.4;15.5;23:59;23.9;0:50;26;8.3;16.1;6:50;6.1;1010.4;23;1001.3;5
03/06/2012;1111X;SANTANDER;CANTABRIA;52;16.4;0.0;13.9;4:20;18.8;13:20;26;2.2;9.4;4:20;6.9;1013.0;22;1009.4;2
04/06/2012;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;14.1;22:30;19.1;16:00;8;2.8;6.7;18:30;12.6;1013.7;15;1012.0;4
05/06/2012;1111X;SANTANDER;CANTABRIA;52;17.2;0.0;13.5;4:10;20.8;13:10;28;1.9;7.2;23:40;11.9;1012.4;0;1007.5;16
06/06/2012;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;15.9;0:00;21.6;11:20;8;5.6;12.2;17:30;3.1;1007.7;0;996.2;24
07/06/2012;1111X;SANTANDER;CANTABRIA;52;18.4;1.0;15.0;21:50;21.8;8:30;30;1.9;13.3;8:50;4.6;1006.2;24;993.9;4
08/06/2012;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;14.9;0:40;18.4;9:30;30;3.9;8.9;13:00;6.6;1014.1;22;1006.2;0
09/06/2012;1111X;SANTANDER;CANTABRIA;52;15.7;1.6;13.7;6:50;17.7;14:50;99;2.5;6.9;Varias;0.5;1013.3;0;1007.9;19
10/06/2012;1111X;SANTANDER;CANTABRIA;52;18.2;0.6;15.9;23:50;20.4;9:40;28;4.4;13.1;11:30;0.6;1008.5;0;1003.9;5
11/06/2012;1111X;SANTANDER;CANTABRIA;52;17.1;13.8;14.8;23:59;19.4;8:50;29;5.8;16.1;14:00;8.1;1007.8;0;1002.4;11
12/06/2012;1111X;SANTANDER;CANTABRIA;52;15.6;2.0;13.5;23:59;17.7;16:00;28;7.2;16.7;3:50;6.1;1013.8;24;1005.6;Varias
13/06/2012;1111X;SANTANDER;CANTABRIA;52;15.2;0.0;13.0;3:40;17.4;15:50;30;4.2;11.1;2:00;7.3;1014.4;9;1008.4;24
14/06/2012;1111X;SANTANDER;CANTABRIA;52;16.3;0.0;11.9;4:00;20.7;18:00;10;2.2;7.8;1:10;13.9;1009.6;24;1003.9;11
15/06/2012;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;15.1;4:50;22.6;14:20;8;4.7;11.1;13:30;13.6;1011.2;22;1005.9;14
16/06/2012;1111X;SANTANDER;CANTABRIA;52;15.9;0.8;14.4;12:10;17.4;7:50;35;3.3;9.7;10:20;0.0;1017.3;21;1009.3;2
17/06/2012;1111X;SANTANDER;CANTABRIA;52;17.7;4.6;15.0;1:50;20.4;14:30;8;5.6;13.6;11:30;8.5;1016.4;0;1003.8;18
18/06/2012;1111X;SANTANDER;CANTABRIA;52;15.2;2.4;13.9;5:50;16.5;16:00;8;4.2;10.8;23:10;0.0;1014.6;8;1010.8;24
19/06/2012;1111X;SANTANDER;CANTABRIA;52;16.8;0.4;15.5;3:40;18.1;12:50;8;1.9;10.0;0:20;0.3;1010.8;0;1007.0;Varias
20/06/2012;1111X;SANTANDER;CANTABRIA;52;17.0;0.0;15.8;4:10;18.3;11:30;27;3.3;8.6;17:00;0.3;1008.0;0;1002.3;24
21/06/2012;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;15.7;3:10;21.8;6:20;26;6.7;20.6;6:30;2.6;1016.8;23;999.6;3
22/06/2012;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;14.9;Varias;18.2;12:00;29;3.3;5.8;7:40;4.3;1019.9;Varias;1016.3;Varias
23/06/2012;1111X;SANTANDER;CANTABRIA;52;16.6;0.0;13.2;5:00;19.9;13:30;7;5.8;10.0;13:00;11.1;1019.6;0;1017.2;18
24/06/2012;1111X;SANTANDER;CANTABRIA;52;17.6;0.0;14.6;0:20;20.5;13:10;28;2.5;6.7;10:20;14.5;1018.2;22;1016.5;6
25/06/2012;1111X;SANTANDER;CANTABRIA;52;18.7;0.0;16.4;4:50;21.0;11:20;5;2.5;6.1;Varias;14.3;1017.6;0;1015.6;14
26/06/2012;1111X;SANTANDER;CANTABRIA;52;19.6;0.0;17.1;5:20;22.1;11:30;99;6.7;12.2;Varias;7.5;1015.7;Varias;1010.7;24
27/06/2012;1111X;SANTANDER;CANTABRIA;52;25.4;2.2;17.9;0:00;32.8;17:00;25;2.8;25.6;18:30;7.0;1010.7;0;999.9;18
28/06/2012;1111X;SANTANDER;CANTABRIA;52;18.6;0.0;17.1;7:50;20.2;0:00;28;2.5;9.2;0:30;0.0;1007.2;14;1004.0;5
29/06/2012;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;16.1;21:50;22.2;15:40;36;4.2;7.2;8:20;6.8;1007.7;21;1004.9;3
30/06/2012;1111X;SANTANDER;CANTABRIA;52;15.6;8.2;13.5;23:10;17.7;7:50;30;4.4;13.6;8:20;0.0;1015.5;23;1006.5;4
01/07/2012;1111X;SANTANDER;CANTABRIA;52;15.6;4.4;13.2;8:00;18.1;15:00;28;2.8;10.3;5:00;6.9;1017.6;11;1015.0;Varias
02/07/2012;1111X;SANTANDER;CANTABRIA;52;17.1;0.0;13.1;2:20;21.1;15:50;7;2.5;6.1;15:10;7.7;1015.5;0;1012.2;24
03/07/2012;1111X;SANTANDER;CANTABRIA;52;17.4;0.0;14.3;3:10;20.6;16:20;99;2.2;4.7;Varias;12.0;1012.2;0;1009.1;24
04/07/2012;1111X;SANTANDER;CANTABRIA;52;17.8;1.2;14.9;22:50;20.8;11:50;34;3.9;8.3;12:40;1.5;1009.1;0;1007.3;16
05/07/2012;1111X;SANTANDER;CANTABRIA;52;17.6;2.6;14.4;2:20;20.7;14:10;28;3.6;12.8;21:30;6.6;1008.5;23;1006.5;6
06/07/2012;1111X;SANTANDER;CANTABRIA;52;17.4;3.8;15.2;8:10;19.7;12:00;29;2.8;11.7;7:50;7.2;1008.9;8;1007.0;24
07/07/2012;1111X;SANTANDER;CANTABRIA;52;18.4;1.8;14.9;4:30;21.8;12:00;30;2.5;12.5;14:50;9.6;1008.8;24;1003.1;12
08/07/2012;1111X;SANTANDER;CANTABRIA;52;18.6;1.2;16.6;4:40;20.6;14:20;28;3.3;10.6;0:00;6.7;1011.6;21;1008.7;Varias
09/07/2012;1111X;SANTANDER;CANTABRIA;52;17.6;3.6;16.3;6:00;19.0;11:00;36;2.8;6.1;17:00;0.0;1011.7;Varias;1009.8;6
10/07/2012;1111X;SANTANDER;CANTABRIA;52;16.4;2.2;15.3;Varias;17.6;Varias;33;2.5;8.1;15:20;0.0;1015.3;Varias;1010.1;3
11/07/2012;1111X;SANTANDER;CANTABRIA;52;16.0;0.0;14.3;6:10;17.6;11:00;99;3.6;6.7;Varias;0.7;1018.7;22;1014.5;3
12/07/2012;1111X;SANTANDER;CANTABRIA;52;17.0;0.0;14.4;3:50;19.6;13:30;35;2.2;6.1;11:20;7.0;1018.3;0;1012.5;24
13/07/2012;1111X;SANTANDER;CANTABRIA;52;21.4;4.4;15.6;1:30;27.2;12:00;29;5.0;14.2;17:00;7.8;1012.5;0;1003.2;12
14/07/2012;1111X;SANTANDER;CANTABRIA;52;18.4;3.4;16.8;22:20;19.9;11:00;30;6.1;12.8;3:40;9.0;1015.1;22;1008.9;3
15/07/2012;1111X;SANTANDER;CANTABRIA;52;17.4;0.0;15.1;23:40;19.6;11:30;30;4.2;9.7;4:20;11.1;1022.1;24;1014.6;3
16/07/2012;1111X;SANTANDER;CANTABRIA;52;17.4;0.0;13.3;4:50;21.5;12:00;8;6.4;12.2;14:20;14.6;1023.1;21;1021.3;3
17/07/2012;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;15.1;3:30;23.4;14:40;8;7.2;13.3;16:10;14.7;1022.7;0;1016.5;24
18/07/2012;1111X;SANTANDER;CANTABRIA;52;19.1;0.0;17.1;23:10;21.1;13:10;26;6.1;10.8;7:20;8.7;1016.5;0;1014.5;6
19/07/2012;1111X;SANTANDER;CANTABRIA;52;18.8;0.0;17.0;5:00;20.5;15:00;30;3.3;6.4;2:20;10.6;1014.7;0;1011.1;24
20/07/2012;1111X;SANTANDER;CANTABRIA;52;19.0;0.0;17.0;23:40;21.1;13:30;3;4.4;8.1;6:10;5.3;1015.3;22;1009.8;3
21/07/2012;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;15.7;2:20;22.6;10:50;7;3.9;7.8;Varias;9.6;1018.6;Varias;1014.3;Varias
22/07/2012;1111X;SANTANDER;CANTABRIA;52;18.7;0.0;15.3;5:00;22.1;13:30;7;5.6;11.7;15:00;14.1;1018.6;Varias;1016.1;24
23/07/2012;1111X;SANTANDER;CANTABRIA;52;19.5;0.0;15.7;Varias;23.3;15:20;5;5.0;10.6;12:10;14.5;1016.1;0;1009.1;24
24/07/2012;1111X;SANTANDER;CANTABRIA;52;20.1;0.0;16.5;5:20;23.7;11:40;5;3.1;6.7;11:50;14.4;1009.1;0;1005.8;14
25/07/2012;1111X;SANTANDER;CANTABRIA;52;20.4;0.0;17.5;4:50;23.3;15:50;24;1.9;4.2;22:10;9.0;1008.3;22;1006.3;17
26/07/2012;1111X;SANTANDER;CANTABRIA;52;21.9;3.2;19.0;3:30;24.8;15:30;14;4.7;9.2;20:30;10.7;1008.9;21;1005.3;3
27/07/2012;1111X;SANTANDER;CANTABRIA;52;21.4;0.0;19.3;Varias;23.5;14:50;26;4.4;10.8;11:40;9.1;1010.2;22;1004.3;3
28/07/2012;1111X;SANTANDER;CANTABRIA;52;18.7;0.0;16.8;22:00;20.6;13:50;35;3.6;9.2;7:20;0.4;1012.7;22;1008.6;Varias
29/07/2012;1111X;SANTANDER;CANTABRIA;52;19.5;0.0;16.7;1:20;22.3;11:30;8;3.1;5.8;19:40;7.9;1014.2;22;1011.2;5
30/07/2012;1111X;SANTANDER;CANTABRIA;52;19.2;0.0;16.3;5:20;22.1;14:10;99;2.5;5.3;Varias;14.0;1014.7;12;1012.6;3
31/07/2012;1111X;SANTANDER;CANTABRIA;52;20.2;0.0;16.1;5:20;24.4;15:30;8;5.3;13.6;13:20;13.0;1013.8;0;1006.2;17
01/08/2012;1111X;SANTANDER;CANTABRIA;52;22.4;1.4;19.3;2:20;25.5;16:00;30;3.1;6.1;21:50;7.9;1011.2;22;1007.3;4
02/08/2012;1111X;SANTANDER;CANTABRIA;52;19.0;0.6;17.2;3:50;20.7;12:20;36;1.7;7.8;16:50;2.0;1014.7;21;1010.7;Varias
03/08/2012;1111X;SANTANDER;CANTABRIA;52;19.6;0.0;16.3;5:00;22.8;16:10;6;3.6;7.8;14:00;13.7;1013.9;0;1011.5;17
04/08/2012;1111X;SANTANDER;CANTABRIA;52;19.3;6.4;17.3;Varias;21.3;13:00;26;1.9;6.4;7:30;3.3;1011.7;0;1006.2;23
05/08/2012;1111X;SANTANDER;CANTABRIA;52;17.6;7.0;15.3;7:50;19.9;15:00;33;3.9;9.4;3:20;0.4;1010.1;24;1005.5;2
06/08/2012;1111X;SANTANDER;CANTABRIA;52;18.4;0.0;16.1;Varias;20.8;11:00;99;2.5;7.5;Varias;9.3;1016.2;23;1009.9;0
07/08/2012;1111X;SANTANDER;CANTABRIA;52;19.6;0.0;15.3;4:50;23.8;12:30;7;6.1;12.5;Varias;13.3;1016.1;0;1013.1;17
08/08/2012;1111X;SANTANDER;CANTABRIA;52;22.2;0.0;18.2;5:30;26.1;12:00;8;3.6;8.9;14:10;13.1;1013.4;0;1009.4;16
09/08/2012;1111X;SANTANDER;CANTABRIA;52;20.8;0.2;19.2;6:00;22.5;14:10;28;2.5;6.1;12:10;7.8;1013.0;20;1009.8;4
10/08/2012;1111X;SANTANDER;CANTABRIA;52;22.0;0.0;18.8;4:40;25.2;12:00;26;3.3;10.3;18:40;4.3;1013.3;21;1009.7;12
11/08/2012;1111X;SANTANDER;CANTABRIA;52;20.9;0.0;18.9;5:30;22.9;11:20;28;3.3;9.2;2:50;11.3;1013.2;21;1011.6;Varias
12/08/2012;1111X;SANTANDER;CANTABRIA;52;21.3;0.0;19.6;23:50;23.0;13:00;35;2.5;7.5;9:00;8.3;1011.7;0;1008.9;24
13/08/2012;1111X;SANTANDER;CANTABRIA;52;21.4;0.0;18.1;5:10;24.6;15:20;8;3.9;8.6;18:30;12.0;1009.0;0;1003.1;24
14/08/2012;1111X;SANTANDER;CANTABRIA;52;22.0;3.2;18.7;1:50;25.2;12:40;8;4.7;9.2;17:10;11.4;1004.1;Varias;996.1;24
15/08/2012;1111X;SANTANDER;CANTABRIA;52;23.4;0.2;19.1;23:40;27.6;2:00;31;6.7;18.1;4:30;9.0;1009.9;Varias;994.9;2
16/08/2012;1111X;SANTANDER;CANTABRIA;52;22.0;0.0;17.1;5:10;26.8;14:40;8;3.3;9.4;Varias;12.7;1009.8;0;1006.1;24
